participant,pair,block,trial,match_label,match_shape,trial_type,trial_label,trial_shape,response,RTms,acc
207844,3,2,25,sky,C.bmp,mismatch,earth,C.bmp,m,59.05140000004394,0
207844,3,2,26,sky,C.bmp,match,sky,C.bmp,m,46.56969999996363,1
207844,3,2,27,sky,C.bmp,mismatch,sky,T.bmp,m,52.93220000021392,0
207844,3,2,28,sky,C.bmp,mismatch,earth,S.bmp,m,50.63429999972868,0
207844,3,2,29,sky,C.bmp,match,sky,C.bmp,m,69.50439999991431,1
207844,3,2,30,sky,C.bmp,mismatch,sky,S.bmp,m,42.71959999960018,0
207844,3,2,31,sky,C.bmp,mismatch,earth,T.bmp,m,52.43159999963609,0
207844,3,2,32,sky,C.bmp,match,sky,C.bmp,m,44.56209999989369,1
207844,3,2,33,sky,C.bmp,mismatch,earth,C.bmp,m,36.33679999984451,0
207844,3,2,34,sky,C.bmp,match,sky,C.bmp,m,33.34029999996346,1
207844,3,2,35,sky,C.bmp,mismatch,air,S.bmp,m,60.742000000118416,0
207844,3,2,36,sky,C.bmp,mismatch,earth,C.bmp,m,48.90260000001945,0
207844,3,2,37,sky,C.bmp,mismatch,air,S.bmp,m,63.85150000005524,0
207844,3,2,38,sky,C.bmp,mismatch,sky,S.bmp,m,53.18149999993693,0
207844,3,2,39,sky,C.bmp,match,sky,C.bmp,m,42.81529999980194,1
207844,3,2,40,sky,C.bmp,mismatch,air,C.bmp,m,49.90439999983209,0
207844,3,2,41,sky,C.bmp,mismatch,earth,S.bmp,m,60.55749999995896,0
207844,3,2,42,sky,C.bmp,mismatch,air,S.bmp,m,57.94419999983802,0
207844,3,2,43,sky,C.bmp,mismatch,air,T.bmp,m,47.35570000002553,0
207844,3,2,44,sky,C.bmp,mismatch,sky,T.bmp,m,61.73480000006748,0
207844,3,2,45,sky,C.bmp,mismatch,sky,S.bmp,m,38.27629999977944,0
207844,3,2,46,sky,C.bmp,mismatch,earth,S.bmp,m,54.34009999999034,0
207844,3,2,47,sky,C.bmp,mismatch,sky,T.bmp,m,49.07349999984944,0
207844,3,2,48,sky,C.bmp,match,sky,C.bmp,m,65.60110000009445,1
207844,3,2,49,sky,C.bmp,mismatch,earth,C.bmp,m,61.15619999991395,0
207844,3,2,50,sky,C.bmp,mismatch,air,S.bmp,m,62.27269999999407,0
207844,3,2,51,sky,C.bmp,mismatch,air,C.bmp,m,51.81450000009136,0
207844,3,2,52,sky,C.bmp,match,sky,C.bmp,m,28.63039999965622,1
207844,3,2,53,sky,C.bmp,match,sky,C.bmp,m,168.56219999999666,1
207844,3,2,54,sky,C.bmp,mismatch,earth,S.bmp,m,71.20489999988422,0
207844,3,2,55,sky,C.bmp,match,sky,C.bmp,m,44.06759999983478,1
207844,3,2,56,sky,C.bmp,mismatch,air,C.bmp,m,45.06539999965753,0
207844,3,2,57,sky,C.bmp,mismatch,sky,S.bmp,m,51.14749999984269,0
207844,3,2,58,sky,C.bmp,mismatch,earth,S.bmp,m,42.86469999988185,0
207844,3,2,59,sky,C.bmp,match,sky,C.bmp,m,162.91159999991578,1
207844,3,2,60,sky,C.bmp,mismatch,air,C.bmp,m,365.6919000000016,0
