tasks_loop.thisRepN,tasks_loop.thisTrialN,tasks_loop.thisN,tasks_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,define_tasks.started,define_tasks.stopped,parameters.started,parameters.stopped,select_task_and_match_pairs.started,select_task_and_match_pairs.stopped,show_match_pairs.started,instructions.started,key_resp.started,match1label.started,match2label.started,match3label.started,match1shape.started,match2shape.started,match3shape.started,show_match_pairs.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_block_count.started,init_block_count.stopped,increment_block_count.started,increment_block_count.stopped,define_trial_list.started,define_trial_list.stopped,decide_what_pair.started,decide_what_pair.stopped,fix.started,fixn.started,fixn.stopped,fix.stopped,show_a_pair.started,text_2.started,put_label.started,put_shape.started,response.started,show_a_pair.stopped,response.keys,response.rt,response.duration,eval.started,eval.stopped,feedback.started,text_4.started,feedback.stopped,write.started,task,block_count,match_1_label,match_1_shape,match_2_label,match_2_shape,match_3_label,match_3_shape,trial_index,trial_type,label,shape,response,rt,acc,write.stopped,text_4.stopped,rest.started,text.started,key_resp_2.started,rest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,the_end.started,text_3.started,the_end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,10,0,10,0,9.20427170000039,,,,,,,,,,,,,,,,,,,,,,,,,,,9.190473399999973,9.191068300000552,9.191097599999921,9.20427170000039,9.404384800000116,9.388976000000184,9.389006700000209,9.404384800000116,9.404384800000116,9.404384800000116,9.404384800000116,9.489027200000237,m,0.07924410000032367,None,9.489967700000307,9.490563800000018,9.490593600000466,9.50370860000021,9.738777500000651,9.738815600000635,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,10,match1,£0,D.bmp,m,0.07924410000032367,1,9.739618399999927,9.753870300000017,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,11,0,11,0,9.753870300000017,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74077269999998,9.741656500000317,9.741698600000746,9.753870300000017,9.954077200000029,9.938389100000677,9.93842450000011,9.954077200000029,9.954077200000029,9.954077200000029,9.954077200000029,10.070525800000723,n,0.11000530000001163,None,10.071244600000682,10.071692800000164,10.071714700000484,10.086663500000213,10.321211200000107,10.321246000000428,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,11,match1,£0,D.bmp,n,0.11000530000001163,0,10.322034800000438,10.33812829999988,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,12,0,12,0,10.33812829999988,,,,,,,,,,,,,,,,,,,,,,,,,,,10.323046299999987,10.323738200000662,10.32379100000071,10.33812829999988,,10.536847800000032,10.536876200000734,10.553315099999963,10.553315099999963,10.553315099999963,10.553315099999963,10.621146800000133,m,0.05618699999922683,None,10.622187700000723,10.62287060000017,10.622905199999877,10.636317500000587,10.884955300000001,10.884970800000701,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,12,match1,£0,D.bmp,m,0.05618699999922683,1,10.885440300000482,,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,13,0,13,0,10.901576100000057,,,,,,,,,,,,,,,,,,,,,,,,,,,10.885897200000727,10.886239200000091,10.886254300000473,10.901576100000057,11.102326600000197,11.085717900000418,11.08574420000059,11.102326600000197,11.102326600000197,11.102326600000197,11.102326600000197,11.137577500000589,n,0.029028800000560295,None,11.138649100000293,11.139410200000384,11.139444800000092,11.152524699999958,11.386582099999941,11.386620799999946,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,13,match3,£100,P.bmp,n,0.029028800000560295,0,11.38754659999995,11.40183320000051,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,14,0,14,0,11.40183320000051,,,,,,,,,,,,,,,,,,,,,,,,,,,11.388677599999937,11.389374000000316,11.389416100000744,11.40183320000051,11.602248200000759,11.585619500000575,11.585644900000261,11.602248200000759,11.602248200000759,11.602248200000759,11.602248200000759,11.7021021999999,m,0.08481130000018311,None,11.702937200000633,11.703526700000111,11.703554300000178,11.717719400000533,11.95129470000029,11.951320099999975,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,14,match3,£100,P.bmp,m,0.08481130000018311,1,11.951880200000232,11.96718460000011,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,15,0,15,0,11.96718460000011,,,,,,,,,,,,,,,,,,,,,,,,,,,11.952640200000133,11.953155500000321,11.953183300000092,11.96718460000011,12.167560000000776,12.15127510000002,12.151306700000532,12.167560000000776,12.167560000000776,12.167560000000776,12.167560000000776,12.218998700000157,n,0.03475879999950848,None,12.219990200000211,12.220706699999937,12.220738200000596,12.233537400000387,12.470288900000014,12.470339500000591,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,15,match2,£50,O.bmp,n,0.03475879999950848,0,12.471477800000685,12.48383720000038,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,16,0,16,0,12.48383720000038,,,,,,,,,,,,,,,,,,,,,,,,,,,12.472880700000132,12.474010800000542,12.474065299999893,12.48383720000038,12.68344900000011,12.669179100000292,12.669227899999896,12.68344900000011,12.68344900000011,12.68344900000011,12.68344900000011,13.40045420000024,m,0.6994902000005823,None,13.401403100000607,13.401996300000064,13.402025200000026,13.415147400000023,13.650901700000759,13.650941700000658,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,16,match2,£50,O.bmp,m,0.6994902000005823,1,13.651748600000246,13.66646850000052,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,17,0,17,0,13.66646850000052,,,,,,,,,,,,,,,,,,,,,,,,,,,13.652839200000017,13.653701700000056,13.65374360000078,13.66646850000052,,13.864557800000512,13.864577300000747,13.881801600000472,13.881801600000472,13.881801600000472,13.881801600000472,14.049818100000266,n,0.16035110000029817,None,14.050725000000057,14.051322100000107,14.051351400000385,14.065264500000012,14.300358899999992,14.300402800000484,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,17,match3,£100,P.bmp,n,0.16035110000029817,0,14.301345500000025,14.315761500000008,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,18,0,18,0,14.315761500000008,,,,,,,,,,,,,,,,,,,,,,,,,,,14.30255070000021,14.303352400000222,14.303399700000227,14.315761500000008,14.529920800000582,14.4997271000002,14.499761900000522,14.529920800000582,14.529920800000582,14.529920800000582,14.529920800000582,14.96406449999995,m,0.433199500000228,None,14.96458789999997,14.964913000000706,14.964935500000138,14.980043700000351,15.213725999999951,15.213750400000208,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,18,match2,£50,O.bmp,m,0.433199500000228,1,15.214303000000655,15.229339900000014,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,19,0,19,0,15.229339900000014,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21499120000044,15.215523500000018,15.215549100000317,15.229339900000014,15.445801800000481,15.41592860000037,15.415979600000355,15.445801800000481,15.445801800000481,15.445801800000481,15.445801800000481,15.564683800000239,n,0.11373639999965235,None,15.565675300000294,15.566292100000283,15.566323900000498,15.579805500000475,15.814528800000517,15.814571100000649,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,19,mismatch,£0,P.bmp,n,0.11373639999965235,1,15.81554529999994,15.830386600000566,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
0,0,0,0,0,0,0,0,20,0,20,0,15.830386600000566,,,,,,,,,,,,,,,,,,,,,,,,,,,15.816771700000572,15.81772010000077,15.817769400000543,15.830386600000566,,16.028183500000523,16.02819820000059,16.044905000000654,16.044905000000654,16.044905000000654,16.044905000000654,16.146626600000673,m,0.09021889999985433,None,16.147527699999955,16.148195400000077,16.148224600000503,16.161814800000684,16.39660340000046,16.396639900000082,reward,1,£0,D.bmp,£50,O.bmp,£100,P.bmp,20,mismatch,£0,O.bmp,m,0.09021889999985433,0,16.397418200000175,16.412048200000754,,,,,,,,,,,457903,001,2023-12-06_22h34.22.861,ala-gemma-3-pairs,2023.2.3,60.42237658143039,2023-12-06 22h34.29.327735 +0000,
