tasks_loop.thisRepN,tasks_loop.thisTrialN,tasks_loop.thisN,tasks_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,define_tasks.started,define_tasks.stopped,parameters.started,parameters.stopped,select_task_and_match_pairs.started,select_task_and_match_pairs.stopped,show_match_pairs.started,instructions.started,key_resp.started,match1label.started,match2label.started,match3label.started,match1shape.started,match2shape.started,match3shape.started,show_match_pairs.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_block_count.started,init_block_count.stopped,increment_block_count.started,increment_block_count.stopped,define_trial_list.started,define_trial_list.stopped,decide_what_pair.started,decide_what_pair.stopped,fix.started,fixn.started,fixn.stopped,fix.stopped,show_a_pair.started,text_2.started,put_label.started,put_shape.started,response.started,show_a_pair.stopped,response.keys,response.rt,response.duration,eval.started,eval.stopped,feedback.started,text_4.started,text_4.stopped,feedback.stopped,write.started,task,block_count,match_1_label,match_1_shape,match_2_label,match_2_shape,match_3_label,match_3_shape,trial_index,trial_type,label,shape,response,rt,acc,write.stopped,rest.started,text.started,key_resp_2.started,rest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,the_end.started,text_3.started,the_end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,23,0,23,0,15.511242399999901,,,,,,,,,,,,,,,,,,,,,,,,,,,15.497664700000314,15.498179999999593,15.498205699999744,15.511242399999901,15.727517100000114,15.69821469999988,15.698261499999717,15.727517100000114,15.727517100000114,15.727517100000114,15.727517100000114,15.812033799999881,m,0.07835640000030253,None,15.812797700000374,15.813286499999776,15.813310600000477,15.827423599999747,16.077875900000436,16.062081500000204,16.062117399999806,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,23,match1,£0,P.bmp,m,0.07835640000030253,1,16.062934100000348,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,24,0,24,0,16.077875900000436,,,,,,,,,,,,,,,,,,,,,,,,,,,16.063900699999976,16.064604600000166,16.064642399999684,16.077875900000436,16.27721819999988,16.261485099999845,16.261513299999933,16.27721819999988,16.27721819999988,16.27721819999988,16.27721819999988,16.395198100000016,m,0.10622940000030212,None,16.395989100000406,16.396609000000353,16.39663490000021,16.410263800000394,16.660542499999792,16.644457700000203,16.644486199999847,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,24,mismatch,£100,P.bmp,m,0.10622940000030212,0,16.645156800000223,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,25,0,25,0,16.660542499999792,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64598230000047,16.64657950000037,16.64661200000046,16.660542499999792,16.875661899999614,16.845716900000298,16.845757500000218,16.875661899999614,16.875661899999614,16.875661899999614,16.875661899999614,16.910172099999727,m,0.02775059999930818,None,16.910733300000174,16.91113889999997,16.911156699999992,16.925458800000342,17.176062999999886,17.15961619999962,17.159636299999875,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,25,match3,£50,D.bmp,m,0.02775059999930818,1,17.16020810000009,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,26,0,26,0,17.176062999999886,,,,,,,,,,,,,,,,,,,,,,,,,,,17.160747099999753,17.16118009999991,17.161200200000167,17.176062999999886,17.37566020000031,17.36007830000017,17.360109700000066,17.37566020000031,17.37566020000031,17.37566020000031,17.37566020000031,17.44291869999961,m,0.06238829999983864,None,17.44355050000013,17.443925900000067,17.443941900000027,17.458015700000033,17.707941700000447,17.69312650000029,17.6931526999997,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,26,mismatch,£100,P.bmp,m,0.06238829999983864,0,17.693820100000266,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,27,0,27,0,17.707941700000447,,,,,,,,,,,,,,,,,,,,,,,,,,,17.694544300000416,17.695066500000394,17.695091499999762,17.707941700000447,17.908393599999727,17.892792499999814,17.892819800000325,17.908393599999727,17.908393599999727,17.908393599999727,17.908393599999727,17.977333599999838,m,0.06537409999964439,None,17.97846269999991,17.979210899999998,17.979248700000426,18.0076538000003,,18.241934100000435,18.241957700000057,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,27,match3,£50,D.bmp,m,0.06537409999964439,1,18.2428716000004,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,28,0,28,0,18.257894100000158,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24376779999966,18.244499200000064,18.244533799999772,18.257894100000158,,18.456930999999713,18.456947499999842,18.473625900000116,18.473625900000116,18.473625900000116,18.473625900000116,18.491951199999676,m,0.00927640000008978,None,18.492726700000276,18.4932289999997,18.493252799999937,18.5072339999997,18.757093899999745,18.74249299999974,18.742531699999745,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,28,mismatch,£100,D.bmp,m,0.00927640000008978,0,18.743475500000386,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,0,0,0,0,29,0,29,0,18.757093899999745,,,,,,,,,,,,,,,,,,,,,,,,,,,18.744593299999906,18.74566109999978,18.745702500000334,18.757093899999745,18.956352100000004,18.94038090000049,18.940403499999775,18.956352100000004,18.956352100000004,18.956352100000004,18.956352100000004,19.07565489999979,m,0.11123059999954421,None,19.076722599999812,19.077393000000484,19.07742750000034,19.089901000000282,19.339548599999944,19.323649799999657,19.323673300000337,reward,1,£0,P.bmp,£100,O.bmp,£50,D.bmp,29,match1,£0,P.bmp,m,0.11123059999954421,1,19.32425460000013,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,0,0,0,0,20.754062400000294,,,,,,,,,,,,,,,,,,,,,,,20.740187700000206,20.74073260000023,20.740757399999893,20.741363000000092,20.742447800000264,20.743018299999676,20.743043800000123,20.754062400000294,20.954208000000108,20.939335199999732,20.93937189999997,20.954208000000108,20.954208000000108,20.954208000000108,20.954208000000108,21.02164679999987,m,0.050903599999401195,None,21.02273739999964,21.023286499999813,21.023312199999964,21.037739700000202,21.287879299999986,21.272224999999708,21.272257100000388,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,0,mismatch,£0,O.bmp,m,0.050903599999401195,0,21.273000500000308,19.324417300000277,19.339548599999944,19.339548599999944,20.73905670000022,space,1.3925325999998677,None,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,1,0,1,0,21.287879299999986,,,,,,,,,,,,,,,,,,,,,,,,,,,21.273882499999672,21.274607399999695,21.274642500000482,21.287879299999986,21.50314900000012,21.472304500000064,21.472341900000174,21.50314900000012,21.50314900000012,21.50314900000012,21.50314900000012,21.6379337999997,m,0.11857740000050399,None,21.638749599999755,21.639269399999648,21.639294800000243,21.65277040000001,21.902308300000186,21.886438000000453,21.886457700000392,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,1,mismatch,£50,O.bmp,m,0.11857740000050399,0,21.886900600000445,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,2,0,2,0,21.902308300000186,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88744620000034,21.887849100000494,21.887869299999693,21.902308300000186,22.118552300000374,22.088400800000272,22.088443100000404,22.118552300000374,22.118552300000374,22.118552300000374,22.118552300000374,22.219581399999697,m,0.08506840000063676,None,22.220192099999622,22.22058240000024,22.22060169999986,22.235380500000247,22.48571280000033,22.47035589999996,22.470383500000025,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,2,mismatch,£0,D.bmp,m,0.08506840000063676,0,22.47124040000017,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,3,0,3,0,22.48571280000033,,,,,,,,,,,,,,,,,,,,,,,,,,,22.471959399999832,22.47257239999999,22.47259959999974,22.48571280000033,22.6850015,22.669471899999735,22.669495799999822,22.6850015,22.6850015,22.6850015,22.6850015,22.75294109999959,n,0.06346750000011525,None,22.753720100000464,22.75424320000002,22.754269099999874,22.768327200000385,23.01798179999969,23.001936800000294,23.00196070000038,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,3,mismatch,£50,O.bmp,n,0.06346750000011525,1,23.0025384999999,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,4,0,4,0,23.01798179999969,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0032013,23.003751600000214,23.003776900000048,23.01798179999969,23.217911800000365,23.20188109999981,23.201904900000045,23.217911800000365,23.217911800000365,23.217911800000365,23.217911800000365,23.236149600000317,m,0.01688209999974788,None,23.236975099999654,23.237571800000296,23.237596900000426,23.25062919999982,23.502793599999677,23.48718850000023,23.487235900000087,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,4,match1,£0,P.bmp,m,0.01688209999974788,1,23.488331800000196,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,5,0,5,0,23.502793599999677,,,,,,,,,,,,,,,,,,,,,,,,,,,23.489692400000422,23.490777300000445,23.490831199999775,23.502793599999677,,23.701113000000078,23.701136800000313,23.71722310000041,23.71722310000041,23.71722310000041,23.71722310000041,23.78590340000028,m,0.06160300000010466,None,23.78688229999989,23.78755739999997,23.787588600000163,23.800948699999935,,24.04995390000022,24.04997269999967,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,5,mismatch,£0,D.bmp,m,0.06160300000010466,0,24.050666299999648,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,6,0,6,0,24.06706949999989,,,,,,,,,,,,,,,,,,,,,,,,,,,24.051305900000443,24.051823099999638,24.05184680000002,24.06706949999989,24.26771319999989,24.25293109999984,24.252973499999825,24.26771319999989,24.26771319999989,24.26771319999989,24.26771319999989,24.40083549999963,m,0.12762909999946714,None,24.401582999999846,24.40208249999978,24.40210610000031,24.41670040000008,24.666006299999935,24.65178840000044,24.65182730000015,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,6,match1,£0,P.bmp,m,0.12762909999946714,1,24.65267760000006,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,7,0,7,0,24.666006299999935,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65378839999994,24.65457559999959,24.654616900000292,24.666006299999935,24.86596120000013,24.850474200000463,24.85050450000017,24.86596120000013,24.86596120000013,24.86596120000013,24.86596120000013,24.950070699999742,m,0.08142119999956776,None,24.950778499999615,24.951250500000242,24.95127339999999,24.965374399999746,25.21494249999978,25.19955039999968,25.19957499999964,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,7,match3,£50,D.bmp,m,0.08142119999956776,1,25.20010319999983,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,8,0,8,0,25.21494249999978,,,,,,,,,,,,,,,,,,,,,,,,,,,25.200789700000314,25.20132879999983,25.201354099999662,25.21494249999978,25.41505320000033,25.399676900000486,25.39970439999979,25.41505320000033,25.41505320000033,25.41505320000033,25.41505320000033,25.515988400000424,n,0.0996925999997984,None,25.516680699999597,25.51713749999999,25.51715890000014,25.53088149999985,25.780919300000278,25.76566559999992,25.76569120000022,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,8,match2,£100,O.bmp,n,0.0996925999997984,0,25.76631120000002,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,9,0,9,0,25.780919300000278,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76703970000017,25.767627400000492,25.76765400000022,25.780919300000278,25.99743690000014,25.965930500000468,25.965965200000028,25.99743690000014,25.99743690000014,25.99743690000014,25.99743690000014,26.065280300000268,m,0.05619430000024295,None,26.066072700000404,26.06659479999962,26.066620700000385,26.080804600000192,26.330061700000442,26.314752899999803,26.314777700000377,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,9,mismatch,£50,P.bmp,m,0.05619430000024295,0,26.315394000000197,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,10,0,10,0,26.330061700000442,,,,,,,,,,,,,,,,,,,,,,,,,,,26.316031100000146,26.31655000000046,26.316573099999914,26.330061700000442,26.530644000000393,26.514694899999995,26.514729499999703,26.530644000000393,26.530644000000393,26.530644000000393,26.530644000000393,26.597313600000234,m,0.06257649999952264,None,26.597985399999743,26.59841570000026,26.598436899999797,26.612858100000267,26.86386880000009,26.847879699999794,26.847911699999713,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,10,mismatch,£50,P.bmp,m,0.06257649999952264,0,26.848770200000217,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,11,0,11,0,26.86386880000009,,,,,,,,,,,,,,,,,,,,,,,,,,,26.849669400000494,26.850358900000174,26.85039289999986,26.86386880000009,27.07912740000029,27.049912000000404,27.049960500000452,27.07912740000029,27.07912740000029,27.07912740000029,27.07912740000029,27.11467580000044,n,0.01930869999978313,None,27.11558200000036,27.116197500000453,27.116226600000118,27.12922030000027,27.379304799999773,27.364635900000394,27.36466879999989,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,11,match2,£100,O.bmp,n,0.01930869999978313,0,27.36561249999977,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,12,0,12,0,27.379304799999773,,,,,,,,,,,,,,,,,,,,,,,,,,,27.36657910000031,27.367357000000084,27.367393399999855,27.379304799999773,27.595338500000253,27.564499899999646,27.564537199999904,27.595338500000253,27.595338500000253,27.595338500000253,27.595338500000253,27.696064900000238,n,0.09674540000014531,None,27.696697600000334,27.69711180000013,27.697131799999624,27.7115045999999,27.961240200000248,27.945989900000313,27.946014899999682,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,12,mismatch,£100,P.bmp,n,0.09674540000014531,1,27.94658679999975,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,13,0,13,0,27.961240200000248,,,,,,,,,,,,,,,,,,,,,,,,,,,27.947288299999855,27.94782750000013,27.94785260000026,27.961240200000248,28.16100600000027,28.144950799999606,28.144973100000243,28.16100600000027,28.16100600000027,28.16100600000027,28.16100600000027,28.24666739999975,m,0.08347299999968527,None,28.24762980000014,28.24825669999973,28.248287499999606,28.261348300000463,28.51269289999982,28.49710640000012,28.497153700000126,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,13,match1,£0,P.bmp,m,0.08347299999968527,1,28.49828780000007,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,14,0,14,0,28.51269289999982,,,,,,,,,,,,,,,,,,,,,,,,,,,28.499632899999597,28.500754400000005,28.50080650000018,28.51269289999982,,28.711211800000456,28.711243099999592,28.743538599999738,28.743538599999738,28.743538599999738,28.743538599999738,28.7628751000002,n,0.016661999999996624,None,28.763792300000205,28.764474900000096,28.76450399999976,28.777302299999974,29.027438699999948,29.011644899999737,29.01167330000044,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,14,match3,£50,D.bmp,n,0.016661999999996624,0,29.012389800000165,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,15,0,15,0,29.027438699999948,,,,,,,,,,,,,,,,,,,,,,,,,,,29.013209100000495,29.013874399999622,29.013905400000112,29.027438699999948,29.226828800000476,29.211111200000232,29.211140100000193,29.226828800000476,29.226828800000476,29.226828800000476,29.226828800000476,29.343876699999782,m,0.11052650000056019,None,29.344557399999758,29.34498900000017,29.345018099999834,29.359579799999665,29.60946729999978,29.593844400000307,29.593871400000353,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,15,match3,£50,D.bmp,m,0.11052650000056019,1,29.59455640000033,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,16,0,16,0,29.60946729999978,,,,,,,,,,,,,,,,,,,,,,,,,,,29.59534580000036,29.595989499999632,29.596018000000186,29.60946729999978,29.809365600000092,29.7933165000004,29.7933409999996,29.809365600000092,29.809365600000092,29.809365600000092,29.809365600000092,30.01020630000039,m,0.1990009999999529,None,30.010879499999646,30.011370400000487,30.011391500000173,30.024825800000144,30.27490829999988,30.25927690000026,30.259299199999987,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,16,mismatch,£100,P.bmp,m,0.1990009999999529,0,30.259889799999655,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,17,0,17,0,30.27490829999988,,,,,,,,,,,,,,,,,,,,,,,,,,,30.260726600000453,30.26125740000043,30.261281199999758,30.27490829999988,30.491126699999768,30.460506800000076,30.460545599999932,30.491126699999768,30.491126699999768,30.491126699999768,30.491126699999768,30.66003069999988,n,0.15860759999941365,None,30.66106740000032,30.661747699999978,30.661782400000448,30.67488979999962,30.92401979999977,30.908373899999788,30.908392299999832,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,17,mismatch,£0,D.bmp,n,0.15860759999941365,1,30.908773699999983,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,18,0,18,0,30.92401979999977,,,,,,,,,,,,,,,,,,,,,,,,,,,30.909260999999788,30.909648200000447,30.9096655000003,30.92401979999977,31.124451700000463,31.109010099999978,31.1090422999996,31.124451700000463,31.124451700000463,31.124451700000463,31.124451700000463,31.325362999999925,n,0.19673530000000028,None,31.326172699999915,31.326742100000047,31.326775800000178,31.340251900000112,31.589546700000028,31.575072900000123,31.575095299999703,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,18,match1,£0,P.bmp,n,0.19673530000000028,0,31.575627799999893,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,19,0,19,0,31.589546700000028,,,,,,,,,,,,,,,,,,,,,,,,,,,31.576255900000433,31.57687040000019,31.576894300000276,31.589546700000028,31.790594400000373,31.773798100000022,31.773823499999708,31.790594400000373,31.790594400000373,31.790594400000373,31.790594400000373,31.87489060000007,n,0.07970759999989241,None,31.87563599999976,31.876123600000028,31.876147599999967,31.889669899999717,32.13926559999982,32.12496009999995,32.12499519999983,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,19,mismatch,£100,P.bmp,n,0.07970759999989241,1,32.1257999999998,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,20,0,20,0,32.13926559999982,,,,,,,,,,,,,,,,,,,,,,,,,,,32.126785700000255,32.127521100000195,32.12755819999984,32.13926559999982,32.33874610000021,32.32385869999962,32.32388770000034,32.33874610000021,32.33874610000021,32.33874610000021,32.33874610000021,32.49088649999976,m,0.13551269999970827,None,32.491868299999624,32.492519999999786,32.492551000000276,32.50588940000034,32.75643339999988,32.740518800000245,32.74055640000006,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,20,match1,£0,P.bmp,m,0.13551269999970827,1,32.741443799999615,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,21,0,21,0,32.75643339999988,,,,,,,,,,,,,,,,,,,,,,,,,,,32.742526,32.74337439999999,32.74341600000025,32.75643339999988,32.97176760000002,32.94114509999963,32.94118179999987,32.97176760000002,32.97176760000002,32.97176760000002,32.97176760000002,33.039008300000205,m,0.055733799999870826,None,33.039655000000494,33.040069499999845,33.040089299999636,33.05427190000046,33.30418720000034,33.288626900000054,33.28865020000012,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,21,mismatch,£50,P.bmp,m,0.055733799999870826,0,33.28919849999966,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,22,0,22,0,33.30418720000034,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28982369999994,33.29034589999992,33.29036929999984,33.30418720000034,33.52049050000005,33.48946100000012,33.4894948000001,33.52049050000005,33.52049050000005,33.52049050000005,33.52049050000005,33.60569639999994,n,0.07997849999992468,None,33.6066922,33.607232600000316,33.607259800000065,33.62081180000041,33.87009169999965,33.854637499999626,33.85465790000035,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,22,match2,£100,O.bmp,n,0.07997849999992468,0,33.85512889999973,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,23,0,23,0,33.87009169999965,,,,,,,,,,,,,,,,,,,,,,,,,,,33.85569880000003,33.85612829999991,33.85614919999989,33.87009169999965,34.070175500000005,34.05468010000004,34.05470369999966,34.070175500000005,34.070175500000005,34.070175500000005,34.070175500000005,34.08796660000007,n,0.015787899999850197,None,34.088606000000254,34.08900460000041,34.089024699999754,34.10310209999989,34.35259700000006,34.33743289999984,34.33745329999965,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,23,match2,£100,O.bmp,n,0.015787899999850197,0,34.337991299999885,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,24,0,24,0,34.35259700000006,,,,,,,,,,,,,,,,,,,,,,,,,,,34.33855839999978,34.33901359999982,34.33903530000043,34.35259700000006,34.56925490000049,34.53810419999991,34.538142000000335,34.56925490000049,34.56925490000049,34.56925490000049,34.56925490000049,34.58740570000009,n,0.0024481999998897663,None,34.58811810000043,34.58859250000023,34.58861539999998,34.6028081000004,34.85253780000039,34.83769659999962,34.83773350000047,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,24,match3,£50,D.bmp,n,0.0024481999998897663,0,34.838612999999896,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,25,0,25,0,34.85253780000039,,,,,,,,,,,,,,,,,,,,,,,,,,,34.83967219999977,34.84060680000039,34.84064740000031,34.85253780000039,35.06866929999978,35.0365668000004,35.03659619999962,35.06866929999978,35.06866929999978,35.06866929999978,35.06866929999978,35.1697393000004,m,0.09797809999963647,None,35.170440699999745,35.17090710000048,35.170929400000205,35.18511149999995,35.43570759999966,35.42073669999991,35.42077549999976,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,25,mismatch,£100,D.bmp,m,0.09797809999963647,0,35.42174960000011,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,26,0,26,0,35.43570759999966,,,,,,,,,,,,,,,,,,,,,,,,,,,35.422861099999864,35.42371610000009,35.42375859999993,35.43570759999966,35.63490040000033,35.620143400000416,35.62017660000038,35.63490040000033,35.63490040000033,35.63490040000033,35.63490040000033,35.65251989999979,m,0.00706609999997454,None,35.65330199999971,35.653836200000114,35.65386169999965,35.66859589999967,35.91777689999981,35.90246019999995,35.90248950000023,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,26,match2,£100,O.bmp,m,0.00706609999997454,1,35.90316020000046,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
0,0,0,0,1,0,1,0,27,0,27,0,35.91777689999981,,,,,,,,,,,,,,,,,,,,,,,,,,,35.90402129999984,35.9047657000001,35.90479659999983,35.91777689999981,36.117598499999986,36.102864299999965,36.10289769999963,36.117598499999986,36.117598499999986,36.117598499999986,36.117598499999986,36.151470800000425,m,0.019066199999542732,None,36.15199229999962,36.15231930000027,36.152335499999936,36.16692719999992,36.41828820000046,36.40270899999996,36.40274550000049,reward,2,£0,P.bmp,£100,O.bmp,£50,D.bmp,27,mismatch,£50,P.bmp,m,0.019066199999542732,0,36.4036202999996,,,,,,,,,,,924528,001,2023-12-06_22h25.27.159,ala-gemma-3-pairs,2023.2.3,59.57806812166584,2023-12-06 22h25.33.130955 +0000,
