blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,choose_match_pair.started,choose_match_pair.stopped,trial_list.started,trial_list.stopped,learn_me.started,text_2.started,text.started,image.started,dismiss_learn.started,learn_me.stopped,dismiss_learn.keys,dismiss_learn.rt,dismiss_learn.duration,choose_mismatch_pair.started,match_label,match_shape,mismatch_label,mismatch_shape,choose_mismatch_pair.stopped,choose_trial_type.started,trial_type,trial_index,trial_label,trial_shape,choose_trial_type.stopped,fix_cross.started,text_4.started,fix_cross.stopped,put.started,put_label.started,put_shape.started,trial_response.started,put.stopped,trial_response.keys,trial_response.rt,trial_response.duration,eval.started,acc,eval.stopped,text_4.stopped,rest_period.started,text_3.started,rest_period_kb.started,rest_period.stopped,rest_period_kb.keys,rest_period_kb.rt,rest_period_kb.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.018839500000467524,0.019233999999414664,0.01924739999958547,0.019496799999615178,0.01951039999948989,0.05244449999918288,0.05244449999918288,0.05244449999918288,0.05244449999918288,9.945401799999672,space,9.887000299999272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,0,0,0,0,9.96303110000008,,,,,,,,,,,,,,,9.947275799999261,£50,D.bmp,£50,P.bmp,9.94757319999917,9.947587200000271,mismatch,0,£50,P.bmp,9.947844700000132,9.947857799999838,9.96303110000008,10.461852499998713,10.461864699998841,10.479248100000405,10.479248100000405,10.479248100000405,14.015788900000189,m,3.5324837999996817,None,14.016616299999441,0,14.016860499999893,,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,1,0,1,0,14.031786100000318,,,,,,,,,,,,,,,14.01728919999914,£50,D.bmp,£100,O.bmp,14.017555500000526,14.01756849999947,mismatch,1,£100,O.bmp,14.017871099998956,14.017883900000015,14.031786100000318,14.5158524999988,14.51586429999952,14.532721300000048,14.532721300000048,14.532721300000048,15.350388499999099,n,0.8146182999989833,None,15.350997100000313,1,15.351250800000344,14.532721300000048,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,2,0,2,0,15.366352099999858,,,,,,,,,,,,,,,15.351680599998872,£50,D.bmp,£100,O.bmp,15.351945500000511,15.351958499999455,mismatch,2,£100,O.bmp,15.352215699998851,15.352228199999445,15.366352099999858,15.850432600000204,15.850444499999867,15.867275700000391,15.867275700000391,15.867275700000391,16.151637299999493,m,0.2804704000009224,None,16.152865899999597,0,16.15331890000016,15.867275700000391,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,3,0,3,0,16.167256599999746,,,,,,,,,,,,,,,16.154185100000177,£50,D.bmp,£0,O.bmp,16.154691399999138,16.15471609999986,match,3,£50,D.bmp,16.15516899999966,16.15519349999886,16.167256599999746,16.65152510000007,16.651546499999313,16.668150199999218,16.668150199999218,16.668150199999218,17.069347499998912,n,0.38468509999984235,None,17.070494800000233,0,17.070957899999485,16.668150199999218,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,4,0,4,0,17.08470440000019,,,,,,,,,,,,,,,17.071806500000093,£50,D.bmp,£100,D.bmp,17.07228269999905,17.072307599999476,match,4,£50,D.bmp,17.07276710000042,17.07279170000038,17.08470440000019,17.568688499999553,17.568701399999554,17.585420199999135,17.585420199999135,17.585420199999135,17.902672399999574,m,0.30676040000071225,None,17.903336800000034,1,17.903611300000193,17.585420199999135,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,5,0,5,0,17.918689399999494,,,,,,,,,,,,,,,17.904088699999193,£50,D.bmp,£100,D.bmp,17.904377400000158,17.904391599999144,mismatch,5,£100,D.bmp,17.904668699999092,17.904682700000194,17.918689399999494,18.40274649999992,18.402759399999923,18.419584199999008,18.419584199999008,18.419584199999008,18.720123199998852,n,0.29578440000113915,None,18.720788299999185,1,18.721065100000487,18.419584199999008,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,6,0,6,0,18.736085000000458,,,,,,,,,,,,,,,18.721544399999402,£50,D.bmp,£0,D.bmp,18.721830799999225,18.721845099998973,mismatch,6,£0,D.bmp,18.722120700000232,18.722134599998753,18.736085000000458,19.220168899999408,19.22018190000017,19.237031799999386,19.237031799999386,19.237031799999386,19.537473200000022,m,0.294600300001548,None,19.538145799999256,0,19.538422300000093,19.237031799999386,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,7,0,7,0,19.553487799999857,,,,,,,,,,,,,,,19.538905100000193,£50,D.bmp,£50,O.bmp,19.5391939000001,19.539208199999848,mismatch,7,£50,O.bmp,19.539485699999204,19.539499499998783,19.553487799999857,20.037951399999656,20.03796539999894,20.0545005999993,20.0545005999993,20.0545005999993,20.338295199999266,n,0.26904499999909604,None,20.33892139999989,1,20.33917459999975,20.0545005999993,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,8,0,8,0,20.354251299999305,,,,,,,,,,,,,,,20.339603700000225,£50,D.bmp,£50,O.bmp,20.33987100000013,20.33988429999954,mismatch,8,£50,O.bmp,20.34013699999923,20.340149999999994,20.354251299999305,20.83833439999944,20.8383460999994,20.855142599999454,20.855142599999454,20.855142599999454,20.938867400000163,m,0.07650099999955273,None,20.93944779999947,0,20.939723800000138,20.855142599999454,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
0,0,0,0,9,0,9,0,20.954760200000237,,,,,,,,,,,,,,,20.940137600000526,£50,D.bmp,£0,P.bmp,20.940436999999292,20.940449300000182,match,9,£50,D.bmp,20.940722299999834,20.940735099999074,20.954760200000237,21.438936299999114,21.438948600000003,21.455600199999026,21.455600199999026,21.455600199999026,21.672904999999446,n,0.21251330000086455,None,21.673488599999473,0,21.673738800000137,21.455600199999026,,,,,,,,328449,001,2023-11-21_15h48.00.018,ala,2023.2.3,59.95685504685459,2023-11-21 15h48.05.298325 +0000,
